-BEGIN HEADER-
Dataset: NASA_Sukabumi_Hourly.csv
Stacking Metrics: MAE=0.153 RMSE=0.201 MAPE=6.26% R2=0.983
Forecast Summary:
Prediksi kecepatan angin untuk periode 01-01-2023 hingga 08-01-2023 menunjukkan rata-rata 3.97 m/s, termasuk kategori angin sedang. Kecepatan tertinggi mencapai 6.46 m/s dan terendah 2.12 m/s, dengan standar deviasi 1.07 m/s. Angin cenderung paling kuat sekitar pukul 08:00 dan paling lemah sekitar pukul 16:00. Secara umum tren angin relatif stabil sepanjang periode. 

Model terbaik adalah XGB-LSTM Stacking dengan MAPE 6.26% dan RMSE 0.201. Tingkat akurasi model tergolong tinggi.

-END HEADER-

YEAR;MO;DY;HR;WS10M;XGB_Base;XGB_LSTM_Stacked
2013;1;2;7;1,1;1,121;
2013;1;2;8;1,81;1,748;
2013;1;2;9;2,52;2,426;
2013;1;2;10;3,12;3,138;
2013;1;2;11;3,76;3,712;
2013;1;2;12;4,43;4,34;
2013;1;2;13;4,92;4,886;
2013;1;2;14;5,17;5,161;
2013;1;2;15;5,21;5,25;
2013;1;2;16;5,13;5,048;
2013;1;2;17;4,69;4,709;
2013;1;2;18;4,15;4,228;
2013;1;2;19;3,99;3,943;
2013;1;2;20;3,85;3,858;
2013;1;2;21;3,64;3,662;
2013;1;2;22;3,37;3,432;
2013;1;2;23;3,13;3,155;
2013;1;3;0;3,03;3,002;
2013;1;3;1;2,97;2,979;
2013;1;3;2;2,87;2,896;
2013;1;3;3;2,71;2,751;
2013;1;3;4;2,68;2,66;
2013;1;3;5;2,76;2,703;
2013;1;3;6;2,97;2,944;
2013;1;3;7;3,67;3,553;
2013;1;3;8;4,19;4,208;
2013;1;3;9;4,63;4,592;
2013;1;3;10;4,8;4,83;
2013;1;3;11;4,87;4,919;
2013;1;3;12;4,96;4,926;
2013;1;3;13;4,96;4,977;
2013;1;3;14;4,79;4,873;
2013;1;3;15;4,49;4,537;
2013;1;3;16;4,18;4,129;
2013;1;3;17;3,68;3,609;
2013;1;3;18;3,16;3,223;
2013;1;3;19;3,03;3,004;
2013;1;3;20;2,94;2,943;
2013;1;3;21;2,99;2,973;
2013;1;3;22;2,87;2,92;
2013;1;3;23;2,8;2,841;
2013;1;4;0;2,81;2,79;
2013;1;4;1;2,19;2,396;
2013;1;4;2;1,63;1,712;
2013;1;4;3;1,7;1,57;
2013;1;4;4;2,01;1,905;
2013;1;4;5;2,34;2,298;
2013;1;4;6;2,62;2,663;
2013;1;4;7;3,5;3,386;3,09
2013;1;4;8;4,43;4,313;4,061
2013;1;4;9;5,32;5,175;5,251
2013;1;4;10;6,11;6,018;5,805
2013;1;4;11;6,8;6,711;6,45
2013;1;4;12;7,25;7,174;7,132
2013;1;4;13;7,51;7,509;7,202
2013;1;4;14;7,36;7,237;7,316
2013;1;4;15;6,84;6,914;6,759
2013;1;4;16;6,23;6,274;6,055
2013;1;4;17;5,86;5,657;5,39
2013;1;4;18;6,17;5,836;5,17
2013;1;4;19;6,87;6,72;5,991
2013;1;4;20;7,39;7,357;6,892
2013;1;4;21;7,61;7,364;7,068
2013;1;4;22;7,19;7,413;7,223
2013;1;4;23;6,62;6,915;6,394
2013;1;5;0;6,42;6,264;5,917
2013;1;5;1;6,47;6,29;6,163
2013;1;5;2;6,36;6,422;5,947
2013;1;5;3;5,92;6,059;6,283
2013;1;5;4;5,46;5,595;5,275
2013;1;5;5;5,0;5,004;5,092
2013;1;5;6;4,75;4,811;4,679
2013;1;5;7;5,07;5,037;4,52
2013;1;5;8;5,22;5,284;5,438
2013;1;5;9;5,08;5,216;5,143
2013;1;5;10;4,85;4,963;4,978
2013;1;5;11;4,53;4,625;4,511
2013;1;5;12;4,26;4,331;4,238
2013;1;5;13;4,18;4,192;3,928
2013;1;5;14;4,23;4,221;4,034
2013;1;5;15;4,12;4,177;4,14
2013;1;5;16;3,95;3,991;3,962
2013;1;5;17;3,56;3,572;3,756
2013;1;5;18;3,5;3,403;3,398
2013;1;5;19;3,79;3,721;3,458
2013;1;5;20;3,98;3,995;3,982
2013;1;5;21;4,04;4,097;3,99
2013;1;5;22;3,89;3,969;3,932
2013;1;5;23;3,68;3,788;3,625
2013;1;6;0;3,22;3,333;3,486
2013;1;6;1;2,73;2,853;3,031
2013;1;6;2;2,39;2,45;2,356
2013;1;6;3;1,95;2,034;2,206
2013;1;6;4;1,4;1,531;1,828
2013;1;6;5;0,91;0,987;1,25
2013;1;6;6;1,06;1,03;0,911
2013;1;6;7;2,05;1,825;1,353
2013;1;6;8;3,5;3,197;2,738
2013;1;6;9;4,72;4,558;4,666
2013;1;6;10;5,07;5,145;5,736
2013;1;6;11;5,18;5,22;5,131
2013;1;6;12;5,55;5,419;4,999
2013;1;6;13;5,81;5,781;5,663
2013;1;6;14;5,78;5,829;5,841
2013;1;6;15;5,61;5,625;5,524
2013;1;6;16;5,31;5,262;5,139
2013;1;6;17;4,54;4,587;4,888
2013;1;6;18;3,97;3,973;3,775
2013;1;6;19;3,66;3,65;3,499
2013;1;6;20;3,4;3,38;3,324
2013;1;6;21;3,56;3,457;3,046
2013;1;6;22;4,16;3,961;3,554
2013;1;6;23;4,94;4,817;4,34
2013;1;7;0;5,25;5,258;5,333
2013;1;7;1;4,87;5,075;5,321
2013;1;7;2;4,14;4,348;4,372
2013;1;7;3;3,46;3,561;3,454
2013;1;7;4;2,95;2,997;2,961
2013;1;7;5;2,47;2,543;2,649
2013;1;7;6;2,08;2,179;2,412
2013;1;7;7;2,24;2,222;2,242
2013;1;7;8;2,8;2,699;2,349
2013;1;7;9;3,01;3,104;3,359
2013;1;7;10;3,36;3,361;3,288
2013;1;7;11;3,79;3,76;3,374
2013;1;7;12;4,07;4,116;4,25
2013;1;7;13;4,27;4,291;4,14
2013;1;7;14;4,3;4,348;4,274
2013;1;7;15;4,1;4,182;4,215
2013;1;7;16;3,83;3,825;3,765
2013;1;7;17;3,41;3,324;3,558
2013;1;7;18;3,12;3,083;3,106
2013;1;7;19;3,33;3,228;3,052
2013;1;7;20;3,48;3,457;3,392
2013;1;7;21;3,6;3,6;3,627
2013;1;7;22;3,66;3,672;3,63
2013;1;7;23;3,6;3,635;3,631
2013;1;8;0;3,73;3,698;3,503
2013;1;8;1;3,88;3,852;3,648
2013;1;8;2;3,9;3,949;3,84
2013;1;8;3;4,01;3,98;3,774
2013;1;8;4;4,06;4,039;4,001
2013;1;8;5;3,94;4,01;4,118
2013;1;8;6;4,13;4,069;3,841
2013;1;8;7;4,75;4,659;4,357
2013;1;8;8;5,13;5,144;5,092
2013;1;8;9;5,31;5,344;5,428
2013;1;8;10;5,69;5,558;5,048
2013;1;8;11;6,21;6,086;5,935
2013;1;8;12;6,66;6,614;6,276
2013;1;8;13;6,96;6,933;6,679
2013;1;8;14;6,99;6,971;6,759
2013;1;8;15;6,74;6,717;6,514
2013;1;8;16;6,09;6,203;6,174
2013;1;8;17;5,23;5,146;5,297
2013;1;8;18;5,01;4,807;4,384
2013;1;8;19;5,22;5,096;4,739
2013;1;8;20;5,55;5,475;5,245
2013;1;8;21;5,7;5,727;5,384
2013;1;8;22;5,36;5,479;5,64
2013;1;8;23;4,92;5,034;4,749
2013;1;9;0;4,76;4,687;4,471
2013;1;9;1;4,53;4,561;4,598
2013;1;9;2;4,23;4,309;4,106
2013;1;9;3;3,86;3,933;3,97
2013;1;9;4;3,82;3,727;3,552
2013;1;9;5;3,91;3,85;3,806
2013;1;9;6;4,45;4,308;4,138
2013;1;9;7;5,29;5,146;4,937
2013;1;9;8;6,17;6,076;5,903
2013;1;9;9;6,97;6,885;6,655
2013;1;9;10;7,79;7,714;7,301
2013;1;9;11;8,37;8,011;8,03
2013;1;9;12;8,76;8,471;8,281
2013;1;9;13;8,84;8,401;8,418
2013;1;9;14;8,76;8,325;8,253
2013;1;9;15;8,52;8,143;7,975
2013;1;9;16;8,25;7,958;7,694
2013;1;9;17;7,75;7,871;7,382
2013;1;9;18;7,59;7,67;6,927
2013;1;9;19;7,6;7,384;6,997
2013;1;9;20;7,66;7,388;7,136
2013;1;9;21;7,61;7,387;7,114
2013;1;9;22;7,43;7,387;7,06
2013;1;9;23;7,16;7,308;6,749
2013;1;10;0;6,93;7,115;6,623
2013;1;10;1;6,71;6,687;6,527
2013;1;10;2;6,58;6,554;6,066
2013;1;10;3;6,77;6,72;6,324
2013;1;10;4;7,06;7,042;6,573
2013;1;10;5;7,36;7,15;7,177
2013;1;10;6;7,73;7,947;7,289
2013;1;10;7;8,44;8,552;7,863
2013;1;10;8;9,35;9,044;8,499
2013;1;10;9;9,93;9,167;9,464
2013;1;10;10;10,26;9,201;9,593
2013;1;10;11;10,18;9,242;9,655
2013;1;10;12;10,09;9,231;9,333
2013;1;10;13;9,8;9,232;9,3
2013;1;10;14;9,45;9,188;8,798
2013;1;10;15;8,89;8,962;8,538
2013;1;10;16;8,4;8,612;7,805
2013;1;10;17;7,59;8,082;7,55
2013;1;10;18;7,01;7,172;6,615
2013;1;10;19;6,95;6,985;6,336
2013;1;10;20;6,86;6,638;6,564
2013;1;10;21;6,58;6,549;6,431
2013;1;10;22;6,58;6,459;6,031
2013;1;10;23;7,02;6,786;6,224
2013;1;11;0;7,36;7,352;6,989
2013;1;11;1;7,68;7,402;7,337
2013;1;11;2;7,85;7,745;7,43
2013;1;11;3;7,85;7,588;7,71
2013;1;11;4;7,54;7,515;7,539
2013;1;11;5;7,11;7,502;7,085
2013;1;11;6;7,07;7,228;6,688
2013;1;11;7;7,81;7,575;6,9
2013;1;11;8;8,79;8,699;8,14
2013;1;11;9;9,35;9,012;8,972
2013;1;11;10;9,6;9,172;9,005
2013;1;11;11;9,64;9,177;9,08
2013;1;11;12;9,59;9,15;8,834
2013;1;11;13;9,39;9,184;8,93
2013;1;11;14;8,8;9,057;8,371
2013;1;11;15;8,38;8,498;7,821
2013;1;11;16;8,41;8,196;7,4
2013;1;11;17;8,11;7,967;7,951
2013;1;11;18;8,03;8,105;7,374
2013;1;11;19;8,42;8,2;7,592
2013;1;11;20;8,68;8,141;8,201
2013;1;11;21;7,96;8,105;8,145
2013;1;11;22;6,92;7,967;7,109
2013;1;11;23;6,65;6,758;5,864
2013;1;12;0;6,71;6,55;6,419
2013;1;12;1;7,56;7,216;6,581
2013;1;12;2;7,55;7,677;7,652
2013;1;12;3;7,3;7,571;7,315
2013;1;12;4;6,97;6,941;6,497
2013;1;12;5;6,53;6,525;6,744
2013;1;12;6;6,42;6,559;5,948
2013;1;12;7;6,76;6,685;6,416
2013;1;12;8;7,6;7,373;6,964
2013;1;12;9;8,07;8,156;7,713
2013;1;12;10;8,29;8,763;8,106
2013;1;12;11;8,44;8,805;7,683
2013;1;12;12;8,51;8,809;8,181
2013;1;12;13;8,44;8,786;7,898
2013;1;12;14;8,21;8,637;7,817
2013;1;12;15;7,75;8,45;7,538
2013;1;12;16;7,06;7,117;6,942
2013;1;12;17;6,27;6,303;6,27
2013;1;12;18;5,87;5,846;5,275
2013;1;12;19;6,02;5,878;5,552
2013;1;12;20;6,45;6,288;5,735
2013;1;12;21;6,76;6,682;6,396
2013;1;12;22;6,98;6,943;6,488
2013;1;12;23;6,76;6,907;6,799
2013;1;13;0;6,54;6,63;6,417
2013;1;13;1;6,66;6,504;6,084
2013;1;13;2;6,4;6,442;6,627
2013;1;13;3;6,07;6,133;5,667
2013;1;13;4;5,75;5,734;5,899
2013;1;13;5;5,66;5,569;5,267
2013;1;13;6;6,13;6,065;5,628
2013;1;13;7;6,8;6,819;6,494
2013;1;13;8;7,51;7,561;7,037
2013;1;13;9;8,01;8,069;7,767
2013;1;13;10;8,33;8,537;7,682
2013;1;13;11;8,51;8,574;8,114
2013;1;13;12;8,63;8,6;7,879
2013;1;13;13;8,69;8,595;8,169
2013;1;13;14;8,54;8,534;8,022
2013;1;13;15;8,06;8,234;7,812
2013;1;13;16;7,65;7,935;7,126
2013;1;13;17;7,08;6,885;6,879
2013;1;13;18;6,7;6,754;6,401
2013;1;13;19;6,59;6,466;6,11
2013;1;13;20;6,37;6,332;6,33
2013;1;13;21;6,07;6,084;5,834
2013;1;13;22;5,81;5,866;5,617
2013;1;13;23;5,54;5,6;5,379
2013;1;14;0;5,25;5,307;5,066
2013;1;14;1;5,04;5,08;5,033
2013;1;14;2;4,88;4,859;4,595
2013;1;14;3;4,66;4,713;4,673
2013;1;14;4;4,45;4,481;4,563
2013;1;14;5;4,39;4,343;4,284
2013;1;14;6;4,98;4,861;4,615
2013;1;14;7;5,83;5,789;5,513
2013;1;14;8;6,62;6,595;6,352
2013;1;14;9;7,21;7,113;7,1
2013;1;14;10;7,79;7,693;7,156
2013;1;14;11;8,02;7,706;7,868
2013;1;14;12;7,75;8,451;7,637
2013;1;14;13;7,28;7,515;7,076
2013;1;14;14;6,69;6,964;6,524
2013;1;14;15;5,92;6,088;5,826
2013;1;14;16;4,79;4,944;5,094
2013;1;14;17;3,38;3,647;3,863
2013;1;14;18;2,48;2,667;2,396
2013;1;14;19;2,27;2,266;2,061
2013;1;14;20;2,55;2,385;2,192
2013;1;14;21;3,31;3,148;2,836
2013;1;14;22;4,25;4,089;3,863
2013;1;14;23;5,09;5,002;4,81
2013;1;15;0;5,88;5,756;5,522
2013;1;15;1;6,44;6,403;6,26
2013;1;15;2;6,86;6,775;6,55
2013;1;15;3;6,4;6,621;6,823
2013;1;15;4;6,33;6,29;6,043
2013;1;15;5;6,23;6,1;5,997
2013;1;15;6;6,55;6,453;6,506
2013;1;15;7;6,9;6,874;6,525
2013;1;15;8;7,36;7,203;7,138
2013;1;15;9;7,66;7,508;7,261
2013;1;15;10;7,72;7,651;7,423
2013;1;15;11;7,56;7,513;7,263
2013;1;15;12;7,07;7,479;6,727
2013;1;15;13;6,45;6,635;6,293
2013;1;15;14;5,92;5,96;5,449
2013;1;15;15;5,49;5,441;5,185
2013;1;15;16;5,1;5,055;4,864
2013;1;15;17;4,59;4,544;4,558
2013;1;15;18;4,14;4,131;4,22
2013;1;15;19;3,77;3,848;3,848
2013;1;15;20;3,45;3,463;3,629
2013;1;15;21;3,31;3,293;3,315
2013;1;15;22;3,41;3,361;3,354
2013;1;15;23;3,58;3,556;3,527
2013;1;16;0;3,55;3,624;3,751
2013;1;16;1;3,62;3,608;3,626
2013;1;16;2;4,08;3,97;3,576
2013;1;16;3;4,66;4,57;4,424
2013;1;16;4;4,9;4,937;4,711
2013;1;16;5;5,07;5,01;5,036
2013;1;16;6;5,29;5,311;4,903
2013;1;16;7;5,61;5,668;5,487
2013;1;16;8;6,22;6,172;5,545
2013;1;16;9;6,96;6,833;6,704
2013;1;16;10;7,34;7,417;7,695
2013;1;16;11;7,08;7,468;6,815
2013;1;16;12;6,79;6,884;7,059
2013;1;16;13;6,41;6,4;5,745
2013;1;16;14;5,9;5,954;6,106
2013;1;16;15;5,35;5,406;5,097
2013;1;16;16;4,71;4,649;4,651
2013;1;16;17;3,95;3,963;4,221
2013;1;16;18;3,64;3,546;3,123
2013;1;16;19;3,63;3,616;3,541
2013;1;16;20;3,65;3,645;3,517
2013;1;16;21;3,69;3,692;3,651
2013;1;16;22;3,45;3,608;3,752
2013;1;16;23;3,07;3,189;3,29
2013;1;17;0;2,78;2,824;2,888
2013;1;17;1;2,47;2,534;2,714
2013;1;17;2;2,16;2,22;2,425
2013;1;17;3;1,83;1,928;2,117
2013;1;17;4;1,81;1,814;1,78
2013;1;17;5;2,09;2,019;1,964
2013;1;17;6;2,45;2,41;2,61
2013;1;17;7;3,52;3,355;3,065
2013;1;17;8;4,36;4,305;4,271
2013;1;17;9;5,06;5,034;5,339
2013;1;17;10;5,73;5,626;5,311
2013;1;17;11;6,27;6,216;6,151
2013;1;17;12;6,51;6,463;6,38
2013;1;17;13;6,39;6,412;6,372
2013;1;17;14;6,03;6,111;5,908
2013;1;17;15;5,45;5,553;5,391
2013;1;17;16;4,56;4,614;4,753
2013;1;17;17;3,45;3,601;3,68
2013;1;17;18;2,91;2,907;2,64
2013;1;17;19;2,72;2,712;2,526
2013;1;17;20;2,56;2,562;2,641
2013;1;17;21;2,36;2,388;2,383
2013;1;17;22;2,23;2,241;2,127
2013;1;17;23;2,16;2,161;2,193
2013;1;18;0;2,07;2,099;2,165
2013;1;18;1;2,08;2,069;2,2
2013;1;18;2;2,22;2,192;2,175
2013;1;18;3;2,42;2,405;2,462
2013;1;18;4;2,55;2,541;2,735
2013;1;18;5;2,64;2,661;2,975
2013;1;18;6;2,71;2,746;3,198
2013;1;18;7;3,43;3,325;3,119
2013;1;18;8;4,68;4,455;4,201
2013;1;18;9;5,76;5,616;5,756
2013;1;18;10;6,46;6,432;6,669
2013;1;18;11;6,7;6,723;6,666
2013;1;18;12;6,68;6,735;6,592
2013;1;18;13;6,3;6,384;6,283
2013;1;18;14;5,74;5,888;5,673
2013;1;18;15;5,18;5,249;4,996
2013;1;18;16;4,71;4,628;4,477
2013;1;18;17;4,05;4,031;4,119
2013;1;18;18;3,76;3,678;3,484
2013;1;18;19;3,8;3,764;3,497
2013;1;18;20;3,66;3,728;3,78
2013;1;18;21;3,35;3,436;3,452
2013;1;18;22;3,01;3,081;3,114
2013;1;18;23;2,65;2,742;2,755
2013;1;19;0;2,33;2,39;2,503
2013;1;19;1;2,23;2,208;2,275
2013;1;19;2;2,73;2,545;2,278
2013;1;19;3;3,52;3,319;3,151
2013;1;19;4;4,33;4,199;4,189
2013;1;19;5;4,69;4,739;4,954
2013;1;19;6;4,56;4,798;5,007
2013;1;19;7;5,04;4,986;4,499
2013;1;19;8;5,53;5,474;5,407
2013;1;19;9;6,24;6,117;5,998
2013;1;19;10;6,8;6,755;6,417
2013;1;19;11;6,96;6,957;7,094
2013;1;19;12;7,03;6,938;6,515
2013;1;19;13;6,98;7,009;6,743
2013;1;19;14;6,78;6,665;6,484
2013;1;19;15;6,45;6,44;6,228
2013;1;19;16;5,87;5,892;5,858
2013;1;19;17;4,99;5,002;5,093
2013;1;19;18;4,22;4,308;4,143
2013;1;19;19;3,84;3,891;3,591
2013;1;19;20;3,72;3,64;3,51
2013;1;19;21;3,76;3,709;3,528
2013;1;19;22;3,83;3,833;3,758
2013;1;19;23;3,94;3,943;3,79
2013;1;20;0;4,18;4,129;4,012
2013;1;20;1;4,36;4,341;4,382
2013;1;20;2;4,45;4,474;4,48
2013;1;20;3;4,45;4,493;4,56
2013;1;20;4;4,47;4,451;4,45
2013;1;20;5;4,51;4,494;4,564
2013;1;20;6;4,69;4,698;4,563
2013;1;20;7;5,24;5,202;4,95
2013;1;20;8;5,74;5,759;5,708
2013;1;20;9;6,18;6,176;5,939
2013;1;20;10;6,37;6,401;6,393
2013;1;20;11;6,27;6,327;6,083
2013;1;20;12;6,02;6,074;5,873
2013;1;20;13;5,82;5,883;5,516
2013;1;20;14;5,66;5,604;5,269
2013;1;20;15;5,47;5,494;5,285
2013;1;20;16;5,03;5,075;4,908
2013;1;20;17;4,21;4,237;4,512
2013;1;20;18;3,62;3,644;3,474
2013;1;20;19;3,53;3,493;3,222
2013;1;20;20;3,43;3,452;3,557
2013;1;20;21;3,37;3,386;3,323
2013;1;20;22;3,27;3,335;3,424
2013;1;20;23;3,3;3,285;3,16
2013;1;21;0;3,41;3,402;3,389
2013;1;21;1;3,52;3,516;3,592
2013;1;21;2;3,53;3,572;3,59
2013;1;21;3;3,42;3,466;3,621
2013;1;21;4;3,39;3,38;3,384
2013;1;21;5;3,39;3,381;3,528
2013;1;21;6;3,38;3,436;3,57
2013;1;21;7;3,89;3,827;3,636
2013;1;21;8;4,33;4,342;4,204
2013;1;21;9;4,84;4,792;4,822
2013;1;21;10;5,36;5,301;5,0
2013;1;21;11;5,82;5,726;5,585
2013;1;21;12;6,15;6,141;5,879
2013;1;21;13;6,3;6,315;6,049
2013;1;21;14;6,25;6,315;6,078
2013;1;21;15;5,95;5,972;5,802
2013;1;21;16;5,22;5,336;5,412
2013;1;21;17;4,14;4,204;4,416
2013;1;21;18;3,59;3,581;3,301
2013;1;21;19;3,51;3,434;3,251
2013;1;21;20;3,48;3,461;3,506
2013;1;21;21;3,49;3,476;3,362
2013;1;21;22;3,46;3,521;3,546
2013;1;21;23;3,42;3,421;3,319
2013;1;22;0;3,39;3,436;3,458
2013;1;22;1;3,42;3,427;3,389
2013;1;22;2;3,48;3,476;3,423
2013;1;22;3;3,58;3,577;3,562
2013;1;22;4;3,69;3,659;3,682
2013;1;22;5;3,82;3,816;3,939
2013;1;22;6;4,1;4,099;4,01
2013;1;22;7;4,77;4,677;4,512
2013;1;22;8;5,26;5,282;5,238
2013;1;22;9;5,63;5,617;5,622
2013;1;22;10;5,87;5,88;5,719
2013;1;22;11;6,04;6,033;5,828
2013;1;22;12;6,19;6,198;5,923
2013;1;22;13;6,29;6,331;5,957
2013;1;22;14;6,22;6,298;6,001
2013;1;22;15;6,16;6,061;5,768
2013;1;22;16;5,87;5,836;5,681
2013;1;22;17;5,21;5,198;5,356
2013;1;22;18;4,74;4,689;4,466
2013;1;22;19;4,76;4,672;4,377
2013;1;22;20;4,7;4,718;4,616
2013;1;22;21;4,64;4,654;4,517
2013;1;22;22;4,58;4,613;4,449
2013;1;22;23;4,55;4,534;4,366
2013;1;23;0;4,56;4,547;4,458
2013;1;23;1;4,46;4,521;4,514
2013;1;23;2;4,28;4,352;4,274
2013;1;23;3;4,19;4,205;4,126
2013;1;23;4;4,07;4,058;4,106
2013;1;23;5;3,89;3,925;4,094
2013;1;23;6;4,03;4,039;3,856
2013;1;23;7;4,48;4,44;4,307
2013;1;23;8;4,53;4,664;4,761
2013;1;23;9;4,43;4,548;4,58
2013;1;23;10;4,35;4,409;4,249
2013;1;23;11;4,42;4,404;4,257
2013;1;23;12;4,6;4,566;4,396
2013;1;23;13;4,93;4,85;4,62
2013;1;23;14;5,27;5,201;4,989
2013;1;23;15;5,48;5,418;5,262
2013;1;23;16;5,42;5,412;5,375
2013;1;23;17;4,94;4,966;5,067
2013;1;23;18;4,78;4,691;4,485
2013;1;23;19;5,15;5,014;4,524
2013;1;23;20;5,31;5,319;5,324
2013;1;23;21;5,2;5,238;5,152
2013;1;23;22;5,17;5,151;4,931
2013;1;23;23;5,29;5,223;4,899
2013;1;24;0;5,32;5,328;5,201
2013;1;24;1;5,23;5,253;5,235
2013;1;24;2;4,93;5,032;4,835
2013;1;24;3;4,65;4,688;4,667
2013;1;24;4;4,44;4,423;4,308
2013;1;24;5;4,35;4,302;4,312
2013;1;24;6;4,57;4,56;4,312
2013;1;24;7;5,08;5,05;4,849
2013;1;24;8;5,19;5,303;5,256
2013;1;24;9;5,12;5,211;5,184
2013;1;24;10;5,17;5,156;4,882
2013;1;24;11;5,22;5,241;5,109
2013;1;24;12;5,28;5,256;5,19
2013;1;24;13;5,33;5,36;5,094
2013;1;24;14;5,25;5,285;5,255
2013;1;24;15;5,05;5,127;4,897
2013;1;24;16;4,57;4,647;4,675
2013;1;24;17;3,84;3,865;4,065
2013;1;24;18;3,32;3,333;3,24
2013;1;24;19;3,25;3,217;3,112
2013;1;24;20;3,16;3,174;3,218
2013;1;24;21;3,1;3,119;3,065
2013;1;24;22;3,02;3,033;3,124
2013;1;24;23;3,02;3,055;2,958
2013;1;25;0;3,09;3,105;3,089
2013;1;25;1;3,16;3,137;3,196
2013;1;25;2;3,27;3,242;3,254
2013;1;25;3;3,39;3,396;3,353
2013;1;25;4;3,44;3,455;3,584
2013;1;25;5;3,46;3,475;3,585
2013;1;25;6;3,68;3,669;3,625
2013;1;25;7;4,29;4,228;4,067
2013;1;25;8;4,65;4,709;4,575
2013;1;25;9;5,0;4,931;5,002
2013;1;25;10;5,27;5,221;4,98
2013;1;25;11;5,41;5,389;5,424
2013;1;25;12;5,42;5,457;5,262
2013;1;25;13;5,35;5,401;5,21
2013;1;25;14;5,23;5,263;5,065
2013;1;25;15;5,09;5,115;4,783
2013;1;25;16;4,91;4,854;4,77
2013;1;25;17;4,37;4,339;4,452
2013;1;25;18;3,92;3,917;3,965
2013;1;25;19;3,89;3,821;3,488
2013;1;25;20;3,85;3,851;3,887
2013;1;25;21;3,78;3,83;3,685
2013;1;25;22;3,63;3,694;3,724
2013;1;25;23;3,49;3,52;3,426
2013;1;26;0;3,25;3,263;3,402
2013;1;26;1;3,01;3,031;3,155
2013;1;26;2;2,74;2,774;2,812
2013;1;26;3;2,48;2,532;2,686
2013;1;26;4;2,52;2,433;2,367
2013;1;26;5;2,85;2,736;2,736
2013;1;26;6;3,39;3,298;3,319
2013;1;26;7;4,37;4,236;4,101
2013;1;26;8;4,96;4,986;4,953
2013;1;26;9;5,38;5,366;5,519
2013;1;26;10;5,49;5,556;5,403
2013;1;26;11;5,28;5,389;5,49
2013;1;26;12;5,1;5,142;4,929
2013;1;26;13;4,99;4,999;4,741
2013;1;26;14;4,91;4,905;4,803
2013;1;26;15;4,81;4,815;4,548
2013;1;26;16;4,72;4,636;4,579
2013;1;26;17;4,33;4,324;4,371
2013;1;26;18;3,96;3,969;3,952
2013;1;26;19;3,97;3,937;3,659
2013;1;26;20;3,94;3,912;3,882
2013;1;26;21;3,79;3,856;3,817
2013;1;26;22;3,65;3,654;3,601
2013;1;26;23;3,61;3,587;3,457
2013;1;27;0;3,66;3,628;3,58
2013;1;27;1;3,62;3,668;3,697
2013;1;27;2;3,52;3,606;3,596
2013;1;27;3;3,45;3,484;3,46
2013;1;27;4;3,39;3,365;3,485
2013;1;27;5;3,32;3,322;3,559
2013;1;27;6;3,53;3,496;3,446
2013;1;27;7;4,09;4,071;3,929
2013;1;27;8;4,58;4,601;4,454
2013;1;27;9;5,12;5,065;4,936
2013;1;27;10;5,47;5,442;5,32
2013;1;27;11;5,73;5,73;5,523
2013;1;27;12;5,85;5,863;5,682
2013;1;27;13;5,78;5,829;5,704
2013;1;27;14;5,54;5,579;5,495
2013;1;27;15;5,16;5,231;5,093
2013;1;27;16;4,83;4,781;4,68
2013;1;27;17;4,21;4,195;4,379
2013;1;27;18;3,61;3,663;3,725
2013;1;27;19;3,59;3,517;3,174
2013;1;27;20;3,71;3,647;3,569
2013;1;27;21;3,91;3,863;3,71
2013;1;27;22;4,04;4,01;4,007
2013;1;27;23;4,12;4,124;4,068
2013;1;28;0;4,08;4,129;4,134
2013;1;28;1;3,75;3,877;4,147
2013;1;28;2;3,41;3,435;3,437
2013;1;28;3;3,33;3,242;3,256
2013;1;28;4;3,47;3,369;3,376
2013;1;28;5;3,58;3,57;3,713
2013;1;28;6;4,04;3,954;3,841
2013;1;28;7;4,78;4,71;4,528
2013;1;28;8;5,35;5,362;5,317
2013;1;28;9;5,91;5,844;5,747
2013;1;28;10;6,3;6,316;6,085
2013;1;28;11;6,63;6,552;6,348
2013;1;28;12;6,89;6,897;6,564
2013;1;28;13;7,06;6,974;6,663
2013;1;28;14;7,16;6,994;6,733
2013;1;28;15;7,01;6,873;6,736
2013;1;28;16;6,58;6,484;6,405
2013;1;28;17;5,85;5,79;5,895
2013;1;28;18;5,1;5,11;5,011
2013;1;28;19;5,03;4,88;4,523
2013;1;28;20;4,86;4,834;4,85
2013;1;28;21;4,73;4,718;4,612
2013;1;28;22;4,1;4,324;4,492
2013;1;28;23;3,57;3,616;3,578
2013;1;29;0;3,45;3,357;3,116
2013;1;29;1;3,51;3,453;3,456
2013;1;29;2;3,52;3,561;3,524
2013;1;29;3;3,39;3,45;3,688
2013;1;29;4;3,19;3,224;3,408
2013;1;29;5;3,01;3,047;3,27
2013;1;29;6;2,85;2,917;3,127
2013;1;29;7;3,2;3,151;3,141
2013;1;29;8;3,48;3,496;3,446
2013;1;29;9;3,67;3,761;3,952
2013;1;29;10;3,95;3,949;3,817
2013;1;29;11;4,23;4,235;4,156
2013;1;29;12;4,38;4,449;4,483
