YEAR,MO,DY,HR,T2M,RH2M,PS,WS10M,WD10M
2013,1,15,8,26.79,87.81,99.25,4.44,272.92
2013,1,15,9,26.98,87.38,99.22,4.77,271.97
2013,1,15,10,27.05,87.25,99.18,4.96,268.19
2013,1,15,11,27.07,86.88,99.12,4.84,263.98
2013,1,15,12,27.11,86.56,99.05,4.64,259.62
2013,1,15,13,27.08,86.5,99.02,4.49,255.5
2013,1,15,14,26.94,87.06,99.0,4.28,250.84
2013,1,15,15,26.69,88.25,99.02,3.91,244.66
2013,1,15,16,26.24,90.62,99.07,3.5,237.76
2013,1,15,17,25.73,92.94,99.15,3.22,233.38
2013,1,15,18,25.33,93.94,99.23,3.18,231.27
2013,1,15,19,25.14,94.12,99.31,3.16,230.92
2013,1,15,20,24.92,94.25,99.36,3.11,233.48
2013,1,15,21,24.67,94.38,99.39,3.12,236.35
2013,1,15,22,24.44,94.5,99.36,2.9,243.78
2013,1,15,23,24.22,94.69,99.28,2.52,255.1
2013,1,16,0,24.01,94.88,99.21,2.19,267.95
2013,1,16,1,23.89,94.56,99.17,1.99,285.51
2013,1,16,2,23.81,94.31,99.17,1.96,307.23
2013,1,16,3,23.72,94.19,99.19,2.08,326.01
2013,1,16,4,23.68,94.0,99.24,2.22,332.53
2013,1,16,5,23.75,93.75,99.3,2.3,329.07
2013,1,16,6,24.68,92.19,99.37,2.46,324.95
2013,1,16,7,25.45,88.88,99.4,3.01,314.58
2013,1,16,8,26.1,85.81,99.39,3.66,303.42
2013,1,16,9,26.58,83.31,99.37,3.92,296.67
2013,1,16,10,26.99,81.12,99.31,3.77,290.13
2013,1,16,11,27.32,79.81,99.26,3.46,282.4
2013,1,16,12,27.48,79.38,99.19,3.26,273.58
2013,1,16,13,27.48,79.56,99.13,3.1,263.79
2013,1,16,14,27.37,80.25,99.1,2.91,252.34
2013,1,16,15,27.12,82.12,99.11,2.62,237.92
2013,1,16,16,26.66,84.69,99.15,2.28,227.5
2013,1,16,17,25.98,88.62,99.21,1.85,219.0
2013,1,16,18,25.34,91.5,99.27,1.64,205.96
2013,1,16,19,25.08,92.0,99.32,1.57,201.85
2013,1,16,20,24.86,92.5,99.35,1.56,205.28
2013,1,16,21,24.69,93.25,99.34,1.6,215.08
2013,1,16,22,24.52,94.12,99.29,1.64,218.02
2013,1,16,23,24.44,94.5,99.2,1.58,213.69
2013,1,17,0,24.4,94.56,99.13,1.45,204.5
2013,1,17,1,24.4,94.25,99.07,1.27,189.93
2013,1,17,2,24.42,93.75,99.04,1.04,171.38
2013,1,17,3,24.4,93.25,99.06,0.69,153.73
2013,1,17,4,24.35,93.06,99.1,0.05,180.0
2013,1,17,5,24.37,93.0,99.18,0.45,318.53
2013,1,17,6,24.83,92.5,99.28,0.46,338.2
2013,1,17,7,25.54,89.19,99.33,0.59,322.52
2013,1,17,8,26.43,84.56,99.33,0.86,278.86
2013,1,17,9,27.04,82.25,99.3,1.32,252.85
2013,1,17,10,27.59,80.94,99.24,1.97,247.4
2013,1,17,11,27.98,80.06,99.18,2.68,246.65
2013,1,17,12,28.05,79.88,99.11,3.22,245.18
2013,1,17,13,27.97,80.19,99.05,3.53,243.83
2013,1,17,14,27.73,81.75,99.01,3.61,238.72
2013,1,17,15,27.23,85.19,99.02,3.29,232.23
2013,1,17,16,26.75,87.31,99.08,3.07,228.81
2013,1,17,17,26.15,90.94,99.15,2.53,226.25
2013,1,17,18,25.78,92.12,99.22,2.3,225.28
2013,1,17,19,25.6,92.56,99.26,2.22,225.14
2013,1,17,20,25.42,93.12,99.29,2.13,224.26
2013,1,17,21,25.25,93.62,99.29,2.03,223.91
2013,1,17,22,25.1,94.0,99.26,1.85,225.17
2013,1,17,23,25.01,93.75,99.17,1.52,233.13
2013,1,18,0,24.96,93.19,99.06,1.15,253.79
2013,1,18,1,24.76,93.19,98.99,0.83,288.09
2013,1,18,2,24.46,93.94,98.96,0.83,322.7
2013,1,18,3,24.23,94.5,98.98,1.03,330.52
2013,1,18,4,24.07,94.81,99.04,1.1,326.87
2013,1,18,5,24.03,94.88,99.11,1.07,330.26
2013,1,18,6,24.67,94.0,99.2,1.27,332.96
2013,1,18,7,25.14,92.19,99.27,1.75,335.15
2013,1,18,8,25.58,90.31,99.28,2.28,327.62
2013,1,18,9,25.91,89.62,99.27,2.87,318.2
2013,1,18,10,26.26,89.5,99.22,3.34,308.35
2013,1,18,11,26.58,89.31,99.18,3.73,294.21
2013,1,18,12,26.84,89.06,99.13,4.1,280.2
2013,1,18,13,26.94,89.19,99.09,4.24,266.62
2013,1,18,14,26.87,89.75,99.04,4.06,253.34
2013,1,18,15,26.7,90.38,99.01,3.53,244.97
2013,1,18,16,26.45,91.12,99.04,2.72,237.45
2013,1,18,17,25.94,92.88,99.1,1.94,224.84
2013,1,18,18,25.76,91.56,99.17,1.64,221.13
2013,1,18,19,25.73,90.81,99.24,1.41,236.31
2013,1,18,20,25.55,91.25,99.3,1.32,256.62
