YEAR,MO,DY,HR,T2M,RH2M,PS,WS10M,WD10M
2013,1,11,20,25.28,89.94,98.91,8.68,285.92
2013,1,11,21,25.3,89.94,98.92,7.96,285.37
2013,1,11,22,25.33,90.94,98.89,6.92,288.62
2013,1,11,23,25.36,92.56,98.83,6.65,291.35
2013,1,12,0,25.39,93.25,98.76,6.71,293.31
2013,1,12,1,25.45,92.75,98.73,7.56,292.43
2013,1,12,2,25.37,92.75,98.72,7.55,293.17
2013,1,12,3,25.3,92.44,98.73,7.3,294.81
2013,1,12,4,25.23,91.75,98.78,6.97,297.2
2013,1,12,5,25.17,91.31,98.84,6.53,301.1
2013,1,12,6,25.28,90.88,98.9,6.42,304.73
2013,1,12,7,25.64,89.69,98.95,6.76,307.16
2013,1,12,8,26.01,87.19,98.96,7.6,306.76
2013,1,12,9,26.51,84.62,98.96,8.07,306.61
2013,1,12,10,26.94,82.75,98.93,8.29,305.37
2013,1,12,11,27.16,82.06,98.87,8.44,303.25
2013,1,12,12,27.24,81.62,98.78,8.51,301.23
2013,1,12,13,27.21,81.69,98.68,8.44,298.94
2013,1,12,14,27.01,82.75,98.6,8.21,296.74
2013,1,12,15,26.7,84.88,98.6,7.75,295.3
2013,1,12,16,26.37,87.31,98.64,7.06,294.52
2013,1,12,17,26.02,89.38,98.74,6.27,295.16
2013,1,12,18,25.69,90.81,98.82,5.87,296.39
2013,1,12,19,25.56,91.38,98.9,6.02,297.03
2013,1,12,20,25.48,91.12,98.95,6.45,297.46
2013,1,12,21,25.34,91.12,98.97,6.76,298.05
2013,1,12,22,25.18,91.44,98.95,6.98,299.52
2013,1,12,23,25.03,92.0,98.86,6.76,301.72
2013,1,13,0,24.9,92.5,98.78,6.54,304.49
2013,1,13,1,24.88,92.44,98.74,6.66,305.4
2013,1,13,2,24.95,92.12,98.71,6.4,306.41
2013,1,13,3,25.01,92.06,98.7,6.07,306.94
2013,1,13,4,25.05,92.06,98.72,5.75,307.66
2013,1,13,5,25.08,92.06,98.77,5.66,307.77
2013,1,13,6,25.44,91.12,98.84,6.13,308.11
2013,1,13,7,25.94,89.5,98.87,6.8,307.4
2013,1,13,8,26.43,86.69,98.86,7.51,305.09
2013,1,13,9,26.95,83.44,98.83,8.01,302.65
2013,1,13,10,27.56,80.44,98.78,8.33,299.07
2013,1,13,11,27.89,78.94,98.73,8.51,294.97
2013,1,13,12,27.94,78.81,98.65,8.63,292.06
2013,1,13,13,27.69,80.0,98.59,8.69,290.47
2013,1,13,14,27.38,81.75,98.56,8.54,290.62
2013,1,13,15,26.96,84.06,98.59,8.06,293.61
2013,1,13,16,26.47,86.94,98.65,7.65,298.29
2013,1,13,17,25.97,89.94,98.72,7.08,303.57
2013,1,13,18,25.56,91.94,98.77,6.7,307.9
2013,1,13,19,25.39,92.69,98.82,6.59,307.78
2013,1,13,20,25.26,93.12,98.86,6.37,304.7
2013,1,13,21,25.15,93.56,98.85,6.07,303.98
2013,1,13,22,25.03,93.81,98.82,5.81,305.64
2013,1,13,23,24.96,93.5,98.76,5.54,309.62
2013,1,14,0,24.91,93.0,98.71,5.25,312.77
2013,1,14,1,24.8,92.5,98.65,5.04,315.63
2013,1,14,2,24.7,92.12,98.62,4.88,319.68
2013,1,14,3,24.65,92.0,98.62,4.66,326.2
2013,1,14,4,24.62,91.88,98.65,4.45,331.23
2013,1,14,5,24.62,91.88,98.72,4.39,330.47
2013,1,14,6,25.35,90.5,98.79,4.98,324.59
2013,1,14,7,25.97,88.5,98.84,5.83,321.36
2013,1,14,8,26.48,86.0,98.83,6.62,320.41
2013,1,14,9,26.93,83.62,98.8,7.21,318.78
2013,1,14,10,27.19,82.12,98.77,7.79,316.06
2013,1,14,11,27.22,81.62,98.75,8.02,314.92
2013,1,14,12,27.04,82.19,98.7,7.75,313.98
2013,1,14,13,26.78,83.25,98.65,7.28,310.69
2013,1,14,14,26.51,84.75,98.63,6.69,304.77
2013,1,14,15,26.19,87.0,98.65,5.92,297.92
2013,1,14,16,25.97,88.94,98.69,4.79,291.71
2013,1,14,17,25.7,90.69,98.75,3.38,283.36
2013,1,14,18,25.36,92.0,98.81,2.48,271.08
2013,1,14,19,25.19,92.88,98.85,2.27,258.88
2013,1,14,20,25.05,94.12,98.86,2.55,249.96
2013,1,14,21,25.02,94.94,98.83,3.31,248.95
2013,1,14,22,25.14,95.25,98.79,4.25,254.23
2013,1,14,23,25.34,95.06,98.74,5.09,265.43
2013,1,15,0,25.52,94.56,98.72,5.88,279.86
2013,1,15,1,25.57,94.06,98.74,6.44,293.08
2013,1,15,2,25.43,93.19,98.77,6.86,302.77
2013,1,15,3,25.15,92.62,98.81,6.4,311.39
2013,1,15,4,24.9,91.56,98.87,6.33,318.8
2013,1,15,5,24.83,91.44,98.92,6.23,323.1
2013,1,15,6,25.09,90.5,98.93,6.55,324.81
2013,1,15,7,25.44,89.69,98.94,6.9,325.7
2013,1,15,8,25.73,88.56,98.94,7.36,324.15
2013,1,15,9,26.01,87.19,98.93,7.66,323.88
2013,1,15,10,26.28,85.44,98.88,7.72,325.43
2013,1,15,11,26.55,83.69,98.83,7.56,327.97
2013,1,15,12,26.76,82.5,98.77,7.07,330.69
2013,1,15,13,26.92,81.75,98.7,6.45,332.75
2013,1,15,14,26.97,81.56,98.67,5.92,332.93
2013,1,15,15,26.8,82.56,98.67,5.49,331.79
2013,1,15,16,26.39,85.19,98.72,5.1,328.09
2013,1,15,17,25.73,89.31,98.81,4.59,325.55
2013,1,15,18,25.19,91.81,98.92,4.14,328.2
2013,1,15,19,25.01,92.44,98.98,3.77,330.99
2013,1,15,20,24.92,92.5,99.01,3.45,327.75
2013,1,15,21,24.83,92.62,99.01,3.31,320.94
2013,1,15,22,24.8,92.69,98.98,3.41,324.05
2013,1,15,23,24.76,92.88,98.91,3.58,330.19
2013,1,16,0,24.65,93.12,98.85,3.55,336.37
2013,1,16,1,24.59,93.31,98.81,3.62,345.51
2013,1,16,2,24.58,93.44,98.79,4.08,353.95
2013,1,16,3,24.56,93.25,98.81,4.66,0.1
2013,1,16,4,24.49,92.88,98.86,4.9,2.56
2013,1,16,5,24.43,92.62,98.91,5.07,3.8
2013,1,16,6,24.71,92.06,98.96,5.29,8.15
2013,1,16,7,25.08,91.19,98.99,5.61,5.75
2013,1,16,8,25.34,90.31,99.01,6.22,355.17
2013,1,16,9,25.62,89.44,98.99,6.96,344.25
2013,1,16,10,25.76,88.75,98.96,7.34,337.07
2013,1,16,11,25.9,88.0,98.91,7.08,333.8
2013,1,16,12,26.15,86.38,98.82,6.79,332.02
2013,1,16,13,26.33,85.19,98.75,6.41,331.53
2013,1,16,14,26.38,84.81,98.69,5.9,332.04
2013,1,16,15,26.35,85.25,98.69,5.35,332.69
2013,1,16,16,26.19,86.62,98.72,4.71,333.48
2013,1,16,17,25.8,89.0,98.81,3.95,334.96
2013,1,16,18,25.32,90.44,98.9,3.64,338.61
2013,1,16,19,25.21,90.88,98.97,3.63,343.09
2013,1,16,20,25.12,91.25,99.01,3.65,345.49
2013,1,16,21,25.05,91.56,99.02,3.69,345.55
2013,1,16,22,24.97,91.88,98.98,3.45,343.54
2013,1,16,23,24.84,92.06,98.9,3.07,339.77
2013,1,17,0,24.74,92.19,98.82,2.78,333.8
2013,1,17,1,24.69,92.0,98.75,2.47,326.36
2013,1,17,2,24.74,91.38,98.73,2.16,319.4
2013,1,17,3,24.83,90.62,98.75,1.83,312.22
2013,1,17,4,24.76,90.88,98.78,1.81,314.12
2013,1,17,5,24.62,91.69,98.85,2.09,323.34
2013,1,17,6,25.14,91.62,98.91,2.45,329.76
2013,1,17,7,25.77,89.81,98.96,3.52,332.75
